u,y
-0.18778679,0.016144538
-0.16017584,0.21796548
0.023481991,0.31334397
0.19209185,0.23350541
0.24281065,0.00099054075
0.21224192,-0.27139443
0.18825017,-0.43349329
0.19811718,-0.3840918
0.20202486,-0.13941008
0.16812825,0.16850242
0.11444796,0.36865127
0.072452475,0.35669633
0.040090973,0.15962938
-0.0067139529,-0.086421861
-0.06872173,-0.22603591
-0.11460099,-0.17879992
-0.11914168,0.01560887
-0.089852521,0.22316774
-0.045942222,0.29540664
0.010932686,0.1577713
0.081900393,-0.13932674
0.13092374,-0.43707134
0.090790221,-0.55308393
-0.063538148,-0.39056636
-0.25119963,-0.0069866596
-0.32585173,0.40342788
-0.20850925,0.6147096
0.017922009,0.50478901
0.16783753,0.13556472
0.12518317,-0.27661265
-0.043517162,-0.4875412
-0.15783138,-0.37410263
-0.10686847,-0.010933935
0.044782565,0.373327
0.13893172,0.53265415
0.098691579,0.35296792
0.0026311282,-0.075112937
-0.016073049,-0.50630963
0.078512306,-0.68543131
0.19453537,-0.50254861
0.22504627,-0.063204556
0.16121235,0.3761649
0.078124056,0.5686142
0.029774586,0.42839911
-0.005389928,0.077256895
-0.065745322,-0.24286013
-0.12329059,-0.32974149
-0.095096521,-0.14621212
0.055471394,0.16396591
0.25017082,0.37227253
0.34773286,0.31398669
0.26656242,-0.0015203951
0.053705965,-0.38826155
-0.16135006,-0.59422715
-0.27310977,-0.46290884
-0.26814818,-0.044082503
-0.21074926,0.42614489
-0.17743213,0.66944646
-0.19796482,0.54057059
-0.24059041,0.1191431
-0.2466382,-0.34186097
-0.18780129,-0.5736117
-0.098317382,-0.45144665
-0.047848155,-0.063037624
-0.073425069,0.35015696
-0.13529842,0.53940241
-0.14739094,0.3935497
-0.062482366,6.6063109e-05
0.068729554,-0.40735798
0.13251322,-0.58396114
0.06148294,-0.41610263
-0.085065014,0.010313382
-0.16074078,0.45449701
-0.067974104,0.6563862
0.13976672,0.48903578
0.29838081,0.038482894
0.28233998,-0.43952337
0.11391411,-0.66436421
-0.071966946,-0.49492372
-0.15876983,-0.01791527
-0.13805556,0.4944524
-0.082998592,0.73828446
-0.057864811,0.55772875
-0.065300733,0.043827397
-0.070590592,-0.51216643
-0.055847027,-0.78827423
-0.041219301,-0.62373284
-0.061578267,-0.11577453
-0.13176243,0.44053448
-0.22968907,0.73121649
-0.30193311,0.60691719
-0.28770451,0.16037942
-0.15729276,-0.34101558
0.054414593,-0.61837622
0.25362617,-0.53898039
0.3448223,-0.17955555
0.30119122,0.23296574
0.18534835,0.46098842
0.096712488,0.39204767
0.093385279,0.094586522
0.16057572,-0.23425494
0.2442468,-0.39383077
0.30164891,-0.29901136
0.3169351,-0.021727093
0.28441517,0.26290754
0.19948758,0.38667642
0.073600888,0.28641038
-0.054291337,0.03429962
-0.1372132,-0.2119953
-0.15626045,-0.3070399
-0.13464149,-0.20539827
-0.11510541,0.013733625
-0.12587072,0.19989717
-0.1660542,0.2285661
-0.21242088,0.080442398
-0.2305941,-0.14924794
-0.18785957,-0.31635143
-0.07818838,-0.32043874
0.050484398,-0.1622633
0.10697957,0.067449386
0.027421051,0.25253008
-0.14419852,0.31855044
-0.25888039,0.26051993
-0.18018121,0.1269984
0.078519535,-0.016342455
0.34009981,-0.11750854
0.40793257,-0.15094063
0.23842529,-0.11699324
-0.027029751,-0.036407066
-0.19919385,0.057070826
-0.20420528,0.12470744
-0.11389043,0.13295525
-0.035602606,0.067237676
0.00057385906,-0.056199791
0.03875979,-0.18928499
0.10691941,-0.26860491
0.16303496,-0.2475137
0.14314046,-0.12546869
0.047786789,0.047269068
-0.041030659,0.19379936
-0.035960232,0.25012057
0.070498851,0.19757699
0.20120383,0.069603172
0.2663817,-0.066884197
0.23249669,-0.1426036
0.12937468,-0.11800895
0.013309043,-0.0045690911
-0.062770099,0.13505757
-0.058936178,0.2117691
0.034143049,0.15667518
0.16425689,-0.029715225
0.2222891,-0.26058872
0.12062705,-0.40072162
-0.10832755,-0.3463617
-0.30711352,-0.10002597
-0.32002334,0.21522385
-0.14072879,0.42116592
0.076263091,0.3917874
0.1638527,0.13552073
0.10093887,-0.20194672
0.017269577,-0.42193015
0.043458474,-0.3935167
0.16769625,-0.1336547
0.24967945,0.20423921
0.1731422,0.42544835
-0.027519776,0.41162219
-0.19806822,0.1873058
-0.21140982,-0.1028367
-0.07275885,-0.28986993
0.1105747,-0.28756628
0.23440218,-0.13866788
0.2595664,0.028290398
0.1962997,0.095513335
0.07220012,0.035118646
-0.066390448,-0.082724881
-0.14805958,-0.15147446
-0.11487691,-0.10799938
0.013561014,0.026949604
0.13146288,0.16959254
0.13205007,0.23358015
0.015159726,0.18482066
-0.099141126,0.056424609
-0.079831031,-0.078806247
0.084487631,-0.15583364
0.26348526,-0.15299245
0.29617209,-0.093729273
0.13322758,-0.019708548
-0.11642178,0.038600307
-0.27289866,0.071469845
-0.22996687,0.078472613
-0.035143323,0.055625386
0.1598318,-0.0010621857
0.23035457,-0.080782039
0.17179773,-0.15057837
0.073333592,-0.16705428
0.011653452,-0.10304932
-0.018499701,0.029389143
-0.067962911,0.1780199
-0.14361094,0.27318425
-0.17665147,0.26234323
-0.091259528,0.13834554
0.098323111,-0.054215912
0.269128,-0.2359327
0.28047779,-0.32392
0.099377687,-0.26898405
-0.15436535,-0.085844039
-0.29569363,0.14215609
-0.23017874,0.29652172
-0.041007324,0.2880127
0.082484352,0.11683545
0.021760384,-0.1168876
-0.15212456,-0.26947626
-0.24257965,-0.24573958
-0.12641528,-0.064329645
0.10676585,0.15353975
0.22865135,0.26653313
0.10211687,0.20755588
-0.16408728,0.024602079
-0.30761461,-0.15772495
-0.17309336,-0.22567844
0.12302931,-0.14875573
0.30157576,0.0099414396
0.19992664,0.14397851
-0.065766948,0.17486115
-0.2249068,0.096314112
-0.13209725,-0.032169687
0.091452627,-0.12887854
0.1970777,-0.13861783
0.070972862,-0.059693947
-0.1601646,0.061826068
-0.27859962,0.1611767
-0.2028888,0.18758542
-0.049817844,0.12643056
0.013587087,0.0047038639
-0.052447125,-0.12089033
-0.14164147,-0.18936563
-0.13776729,-0.16676448
-0.039470574,-0.068240952
0.054688171,0.046702545
0.059780155,0.10911959
-0.020666265,0.087135042
-0.12306679,0.011538006
-0.19150051,-0.04478993
-0.19953793,-0.024262269
-0.13072099,0.065437901
0.017129752,0.15116338
0.19139299,0.14886934
0.28015628,0.033820535
0.19737258,-0.13097789
-0.010273734,-0.235226
-0.16921879,-0.2009976
-0.12914132,-0.042018915
0.083866166,0.140609
0.2829087,0.22430878
0.30288568,0.14698003
0.15939055,-0.049334401
0.014121758,-0.24015379
-0.0080309556,-0.29449301
0.057046152,-0.15978257
0.078808779,0.099469238
-0.00040300321,0.33553927
-0.093021531,0.40432846
-0.066955916,0.25275189
0.10073094,-0.048157255
0.28905786,-0.34363559
0.34946321,-0.48101858
0.24220689,-0.39093124
0.053331283,-0.12065446
-0.10609621,0.19561509
-0.19358889,0.40816957
-0.22728166,0.42449571
-0.21680862,0.24947873
-0.14144032,-0.02229022
-0.0052173696,-0.25535821
0.11701944,-0.33965313
0.12668247,-0.24442241
0.0048375112,-0.032717407
-0.14889224,0.17386538
-0.19905951,0.26131002
-0.099563224,0.18344736
0.064580042,-0.014617105
0.15505008,-0.22004617
0.097617503,-0.3098941
-0.064905019,-0.21648361
-0.21769152,0.029614296
-0.26787937,0.30600899
-0.20919394,0.46010027
-0.11033568,0.39585763
-0.043266567,0.13407054
-0.018066266,-0.1944505
0.013641281,-0.42254041
0.090806946,-0.44190341
0.18645977,-0.26148822
0.23150216,0.0024561144
0.19334856,0.19639531
0.11238648,0.2205813
0.049498545,0.088618067
0.01315556,-0.082771773
-0.035876844,-0.15145974
-0.10537074,-0.048116921
-0.1261289,0.17081593
-0.018934023,0.35448643
0.18850628,0.35655964
0.34290627,0.13834184
0.30108912,-0.1952857
0.090554124,-0.45613811
-0.094812468,-0.4908982
-0.088842381,-0.27873232
0.063160674,0.055837539
0.14646977,0.32156811
0.017441277,0.3768387
-0.22104173,0.21007687
-0.31862778,-0.061195486
-0.15530235,-0.26670692
0.11291463,-0.28529736
0.21663682,-0.11252984
0.07152168,0.14069959
-0.12722266,0.31548805
-0.13147084,0.30070613
0.068036453,0.1017711
0.22914846,-0.16096596
0.14875917,-0.32711612
-0.085725554,-0.29842835
-0.19280127,-0.099492033
-0.037053987,0.14305421
0.19484616,0.28418081
0.20627194,0.24879424
-0.050290692,0.070440776
-0.29703694,-0.13708347
-0.24262627,-0.25105923
0.07398028,-0.21001593
0.31209111,-0.045285982
0.20500085,0.14155737
-0.14678863,0.24209754
-0.39620361,0.20725941
-0.33299784,0.073959838
-0.085315346,-0.066466455
0.070026906,-0.13533231
0.031783466,-0.11722667
-0.056224174,-0.056247689
-0.038238612,-0.008215116
0.041162402,0.0046646596
0.014020902,-5.3013327e-05
-0.16267337,0.0064836935
-0.32229719,0.034885521
-0.28405914,0.072093769
-0.080208074,0.096085499
0.077279407,0.090621414
0.052461001,0.050063443
-0.056931255,-0.019216694
-0.057081867,-0.095194586
0.084722273,-0.14177512
0.18989091,-0.12554939
0.09125149,-0.041561203
-0.14913841,0.074612994
-0.3004766,0.16458119
-0.22924644,0.18370169
-0.045027749,0.12694288
0.045847665,0.025574339
-0.010582268,-0.076209464
-0.070165157,-0.14292208
0.0088253349,-0.15717793
0.17968871,-0.12150507
0.26336655,-0.057465582
0.16274839,0.0030433319
-0.034038513,0.03813505
-0.16866975,0.053444515
-0.17822821,0.074126764
-0.11212378,0.11232692
-0.022511191,0.14266966
0.092633595,0.11713381
0.22273027,0.012919877
0.28312792,-0.13094351
0.1885545,-0.22903887
-0.013339719,-0.21083457
-0.14451328,-0.077741149
-0.079411873,0.092251468
0.095243626,0.19732652
0.15825934,0.18027267
0.0086924573,0.061530912
-0.19762612,-0.081015797
-0.20963986,-0.16435623
0.030881541,-0.14922825
0.31088543,-0.058874212
0.3760599,0.03940811
0.2037111,0.078379546
0.0031659734,0.036886774
-0.042255731,-0.042241134
0.027937777,-0.081505612
0.043768827,-0.029557008
-0.050975761,0.092798034
-0.12013869,0.20055247
-0.019514056,0.20414883
0.19409077,0.076944227
0.30061057,-0.12029199
0.16772761,-0.27519345
-0.084377993,-0.29408814
-0.20596833,-0.16081545
-0.088137439,0.051070794
0.13053768,0.21840144
0.23231724,0.23874816
0.15592782,0.09433506
0.033546556,-0.12904879
0.012609146,-0.28774773
0.088143918,-0.26899028
0.13076425,-0.066408095
0.052445727,0.21071698
-0.091540218,0.40356249
-0.16532665,0.3999418
-0.089700956,0.19633323
0.092256458,-0.10730235
0.26287064,-0.36601054
0.32206114,-0.46248715
0.24782579,-0.35922221
0.10180547,-0.113546
-0.012653507,0.14870456
-0.024053903,0.29521055
0.045165362,0.25966678
0.092697417,0.083040302
0.039645255,-0.10914113
-0.070244568,-0.18742442
-0.097812594,-0.10478464
0.040489353,0.073317409
0.25706426,0.21546569
0.35970764,0.21382067
0.24838839,0.056531581
0.028758245,-0.16427012
-0.092051146,-0.31183656
-0.018531616,-0.2918615
0.14540527,-0.11383004
0.22483594,0.11231696
0.16366159,0.24506533
0.060613849,0.20292544
0.02670079,0.019811075
0.048805007,-0.17391062
0.024088984,-0.23677906
-0.087776563,-0.11242105
-0.19182802,0.12953875
-0.1587523,0.33467916
0.021332672,0.35946938
0.21574747,0.16169418
0.28121193,-0.1688041
0.19605244,-0.45538345
0.052140821,-0.53000472
-0.060594054,-0.32991559
-0.13111027,0.057588162
-0.1900366,0.43386984
-0.23031943,0.59508457
-0.19896872,0.44813661
-0.071576527,0.068860243
0.08712647,-0.33635714
0.15966083,-0.54527976
0.080700885,-0.44370745
-0.096050487,-0.089647493
-0.23768453,0.31753702
-0.24174619,0.54673805
-0.11781079,0.46318145
0.024058534,0.10733728
0.063114157,-0.319494
-0.034924911,-0.56446899
-0.18708629,-0.47269412
-0.25777811,-0.088269356
-0.17457598,0.36150197
0.0023256558,0.59965309
0.12615984,0.47275161
0.09129866,0.05271251
-0.072869748,-0.40097128
-0.23064584,-0.6001092
-0.26487668,-0.41032807
-0.17896622,0.061089052
-0.081019614,0.52877389
-0.072160218,0.70388838
-0.15109102,0.47272792
-0.22270453,-0.03284114
-0.19311631,-0.51806125
-0.055949947,-0.70615746
0.10558527,-0.50443062
0.19015867,-0.053964611
0.1501051,0.36781621
0.0093491571,0.52531916
-0.1620641,0.36514315
-0.27872156,0.031895267
-0.26789883,-0.24276338
-0.10908763,-0.29561167
0.13219241,-0.12568333
0.32581004,0.12380832
0.36597785,0.26979551
0.25860903,0.20920891
0.11593033,-0.020179145
0.053232658,-0.26980104
0.089253999,-0.37620139
0.15038178,-0.26519009
0.16325136,-0.00014966321
0.12516262,0.25905182
0.081000365,0.35875119
0.056249003,0.24783584
0.041260796,0.0054317821
0.036021307,-0.21770753
0.070909773,-0.29814845
0.15431016,-0.2081026
0.21909293,-0.017395596
0.16946538,0.1589029
0.0013913978,0.22758901
-0.15472276,0.16085463
-0.15445369,0.0033576307
-0.0065114694,-0.15297196
0.11511921,-0.21737064
0.053537688,-0.1502357
-0.14926948,0.012479222
-0.28563,0.17606639
-0.2048902,0.24089523
0.022256191,0.16216345
0.18089745,-0.023230254
0.13686717,-0.21504218
-0.043194077,-0.30098784
-0.19185844,-0.21779026
-0.22260927,0.0088067567
-0.18688905,0.26812984
-0.17299493,0.41695437
-0.19552456,0.36159556
-0.20311384,0.1220307
-0.16521655,-0.1714758
-0.11035364,-0.3543747
-0.075596967,-0.33058973
-0.052167223,-0.13341351
-0.0050648414,0.099954914
0.067754101,0.2196974
0.12412118,0.15589313
0.12838133,-0.04199652
0.090308482,-0.23771826
0.040708671,-0.29083527
-0.012463102,-0.14002506
-0.076325303,0.15548285
-0.12432208,0.43862419
-0.090380523,0.53769302
0.057426602,0.36811228
0.24318485,-0.0069569482
0.31839858,-0.39769165
0.20029814,-0.58956799
-0.026893656,-0.47193386
-0.17351791,-0.11138894
-0.1245894,0.28025332
0.04658038,0.46943948
0.15624992,0.34372376
0.099382689,-0.016555081
-0.051882624,-0.3842953
-0.1410061,-0.52185674
-0.10040874,-0.32705351
-0.012845131,0.10055685
-0.0036737447,0.516295
-0.097637188,0.67570174
-0.20172142,0.4820484
-0.21938378,0.046679399
-0.15223806,-0.37892485
-0.075818447,-0.55799051
-0.036932476,-0.41189337
-0.0083361793,-0.063130989
0.049321106,0.24927425
0.10828653,0.32624429
0.086261922,0.13391859
-0.056487106,-0.17899014
-0.248395,-0.37999275
-0.35078033,-0.30718591
-0.27598256,0.019919795
-0.06296315,0.40587411
0.15901166,0.59872071
0.27685307,0.45200311
0.27164897,0.026827172
0.21079033,-0.43774484
0.17714997,-0.67014857
0.20086813,-0.53423365
0.24438441,-0.1131283
0.2457031,0.34367827
0.18078261,0.57281717
0.090365447,0.45156693
0.044844498,0.065481027
0.076311118,-0.34683106
0.14103984,-0.53783781
0.15313326,-0.39562633
0.066678933,-0.0052304328
-0.067720328,0.40256826
-0.13565971,0.58408144
-0.066316159,0.42300297
0.083832277,-0.00018218267
0.16588475,-0.44833216
0.076147385,-0.65943295
-0.13444251,-0.50033881
-0.29759248,-0.051578103
-0.28274479,0.43192551
-0.11318459,0.66545648
0.071421886,0.50237264
0.15414324,0.026477477
0.13182338,-0.48897549
0.080829372,-0.73697545
0.06081413,-0.55960739
0.066565578,-0.047597748
0.061490382,0.50867228
0.034525574,0.78911527
0.014709018,0.63269313
0.039340413,0.13197226
0.11733787,-0.42464681
0.21846966,-0.72603682
0.28684125,-0.61784801
0.26688313,-0.18264666
0.13632576,0.32014735
-0.067370697,0.61135123
-0.25502586,0.54895999
-0.33949317,0.1976858
-0.30013913,-0.22062099
-0.19871892,-0.46220719
-0.12610649,-0.40211731
-0.1294158,-0.099950534
-0.18923457,0.24465654
-0.25813995,0.41872319
-0.30533743,0.32500596
-0.31970649,0.032810917
-0.28788006,-0.2744075
-0.19500297,-0.41536442
-0.054155345,-0.31832701
0.081116905,-0.055989066
0.15269009,0.20726049
0.14976106,0.31798239
0.11681611,0.22484797
0.10728712,0.0051703651
0.136707,-0.18889751
0.1834406,-0.2292738
0.22041268,-0.091914974
0.22972773,0.13314428
0.19334746,0.30513495
0.098734288,0.32224987
-0.026231283,0.17778028
-0.099070456,-0.047100451
-0.041644202,-0.24007922
0.1236048,-0.32145867
0.25212308,-0.27615883
0.19060093,-0.14545755
-0.065066267,0.00428229
-0.33581971,0.11399372
-0.4087125,0.15138712
-0.2322299,0.11530153
0.040796545,0.03023428
0.20553146,-0.064234624
0.19047036,-0.12615802
0.087982654,-0.12407054
0.021078714,-0.04931767
0.011947834,0.075619816
-0.0074158796,0.20015044
-0.080649898,0.26472178
-0.15932177,0.23118708
-0.15963498,0.10699863
-0.067654645,-0.055412012
0.033754864,-0.18550876
0.045488264,-0.23096135
-0.051656648,-0.18218227
-0.18439778,-0.0726155
-0.25821552,0.040881922
-0.23168258,0.10372451
-0.13075945,0.086362391
-0.014319768,-0.0011351454
0.060276859,-0.10889033
0.052808278,-0.16548976
-0.042009846,-0.11405709
-0.16857834,0.046560657
-0.21862301,0.24386985
-0.1081561,0.36111476
0.12758494,0.30662373
0.33007803,0.081468123
0.34236071,-0.20497551
0.15606744,-0.39165036
-0.073906241,-0.36309524
-0.17487103,-0.12535574
-0.11779263,0.18954273
-0.028797157,0.39793935
-0.042649366,0.37486538
-0.15603253,0.13124068
-0.23465677,-0.19174474
-0.1621344,-0.40848802
0.031155521,-0.40149539
0.19455902,-0.18960477
0.20308035,0.090301438
0.064105637,0.27507284
-0.11373221,0.27972729
-0.22912186,0.14341274
-0.24930244,-0.012566755
-0.18794162,-0.078032703
-0.069023299,-0.027425697
0.066894859,0.075351759
0.1486095,0.13487633
0.11319286,0.095488652
-0.021622177,-0.024590018
-0.14430675,-0.1523321
-0.14139382,-0.21189289
-0.014679189,-0.17248897
0.10606471,-0.062455423
0.083987908,0.054933614
-0.086549724,0.12398028
-0.26473902,0.12778044
-0.28787546,0.087386392
-0.11665499,0.034966577
0.13032718,-0.010850501
0.2764925,-0.046716543
0.22886289,-0.069020828
0.041972959,-0.063681635
-0.14166947,-0.016203206
-0.21351821,0.067394491
-0.17294568,0.15127737
-0.095242426,0.1839909
-0.039988034,0.12920707
0.00060215518,-0.0070434827
0.0642781,-0.17216342
0.14411085,-0.28937677
0.17008073,-0.29509198
0.076346726,-0.1731471
-0.11397897,0.032745183
-0.27942868,0.23542177
-0.2883779,0.34097958
-0.11356283,0.29247721
0.1299549,0.10411948
0.26791352,-0.13495077
0.21050936,-0.29868629
0.032758432,-0.29240849
-0.088492035,-0.11517683
-0.036187051,0.12871323
0.13102808,0.28803761
0.22789768,0.26146766
0.12664599,0.067234759
-0.099240525,-0.16729947
-0.23008477,-0.29180077
-0.1195843,-0.23297675
0.13943384,-0.038493954
0.28863442,0.16188055
0.16130336,0.2460775
-0.13747854,0.17580193
-0.32522857,0.010770499
-0.22524885,-0.1391758
0.053864511,-0.18630712
0.23305883,-0.11496682
0.15177574,0.018120146
-0.07437392,0.1260538
-0.18870441,0.14532251
-0.067093573,0.069056099
0.16495747,-0.05581469
0.28369836,-0.16001831
0.20511206,-0.18912751
0.051011236,-0.12778372
-0.0065929875,-0.0044698128
0.068964562,0.12208903
0.16340844,0.18963074
0.15740112,0.16384408
0.054023734,0.060799128
-0.043471011,-0.057339158
-0.051346211,-0.11860919
0.023145779,-0.090086196
0.11745308,-0.0045798607
0.18212689,0.060280807
0.1958407,0.041676388
0.1402267,-0.05518032
0.005902279,-0.15518201
-0.16079919,-0.16828578
-0.24935419,-0.062049884
-0.17100378,0.10561621
0.031256057,0.22337555
0.18605482,0.20643187
0.14297623,0.059839911
-0.073243962,-0.12043322
-0.27593402,-0.21083864
-0.29797544,-0.14415945
-0.1530784,0.043538937
-0.0040914832,0.23203364
0.021269662,0.29044234
-0.04149717,0.16171416
-0.059046655,-0.095674666
0.027976789,-0.33749265
0.12846949,-0.41795872
0.10303296,-0.27746809
-0.075938937,0.020648626
-0.28392411,0.32603206
-0.36123552,0.48410918
-0.25664252,0.41672303
-0.053262494,0.15905611
0.12879625,-0.16318595
0.23255706,-0.39931562
0.26842403,-0.44568803
0.2512205,-0.29169291
0.17087253,-0.020960934
0.03401429,0.23175866
-0.093227815,0.34693819
-0.12001867,0.27877641
-0.021139059,0.077125945
0.1202389,-0.1406953
0.17758447,-0.25367798
0.096606085,-0.20150506
-0.052792108,-0.016778161
-0.13892628,0.19116819
-0.084350032,0.29409556
0.071620365,0.21593628
0.21524576,-0.019610708
0.25910116,-0.29401135
0.20627091,-0.4551299
0.12532985,-0.40311941
0.071727643,-0.15075705
0.038319163,0.17921653
-0.019240088,0.42153577
-0.11662856,0.46143206
-0.21107703,0.29688389
-0.24258539,0.035275834
-0.1980909,-0.17206796
-0.12271124,-0.22040717
-0.065266079,-0.1128025
-0.026001544,0.046014479
0.026587042,0.12005
0.089979857,0.035297082
0.10112134,-0.1645992
-0.0016495775,-0.34121448
-0.18712095,-0.35130088
-0.32285436,-0.14787707
-0.28769737,0.17615712
-0.10373843,0.43972643
0.06328339,0.48949447
0.064192144,0.29899548
-0.069141383,-0.016059656
-0.14546154,-0.27414987
-0.022743165,-0.34124596
0.21671482,-0.20476598
0.3349524,0.031287353
0.19730942,0.21535118
-0.064245098,0.23693813
-0.18430371,0.087039128
-0.059313975,-0.13914592
0.13285821,-0.29731202
0.1398859,-0.28057123
-0.063313853,-0.089244625
-0.23781208,0.16445576
-0.16565753,0.32621002
0.078634007,0.2994956
0.2064347,0.10678193
0.063051903,-0.13016725
-0.1733712,-0.27225661
-0.19553447,-0.24687907
0.058877424,-0.083173776
0.31320739,0.11381888
0.26455767,0.22819642
-0.056738794,0.19830143
-0.30614673,0.048505476
-0.20738949,-0.12763594
0.14261991,-0.22560309
0.39321755,-0.19560311
0.33131011,-0.071212054
0.086485026,0.060380807
-0.063943179,0.12445307
-0.023354764,0.10835168
0.059552949,0.055609724
0.031845636,0.017269294
-0.052189216,0.0093997346
-0.018514555,0.011223045
0.17050716,-0.0043543819
0.33649462,-0.042668837
0.29310084,-0.085657964
0.078582244,-0.10909342
-0.085200138,-0.097154374
-0.059242022,-0.04678185
0.053629257,0.03110193
0.053919799,0.1097384
-0.09129061,0.15122945
-0.19983794,0.12531404
-0.10236954,0.033620966
0.13831631,-0.083194568
0.29035137,-0.1671642
